TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,Season,VisitPeriod,UserAvgRating,UserVisitCount,AttractionAvgRating,AttractionVisitCount,RatingDifference
279,32533,2020,2,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
282,8481,2020,2,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
284,53690,2019,4,3,640,5.0,Spring,Peak_Season,4.166666666666667,3,4.302735262918624,13198,0.833333333333333
286,51055,2020,2,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
288,62791,2020,2,2,640,3.0,Winter,Low_Season,3.8333333333333335,6,4.302735262918624,13198,-0.8333333333333335
290,23746,2020,2,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
293,46065,2020,2,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
297,58995,2020,1,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
298,75223,2020,2,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
300,11099,2020,2,2,640,5.0,Winter,Low_Season,4.5,4,4.302735262918624,13198,0.5
308,39393,2020,2,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
309,4453,2020,2,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
310,53132,2020,2,2,640,3.0,Winter,Low_Season,3.6666666666666665,3,4.302735262918624,13198,-0.6666666666666665
312,34227,2020,2,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
313,18600,2020,2,4,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
314,78886,2020,1,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
315,18325,2020,2,4,640,2.5,Winter,Low_Season,2.5,4,4.302735262918624,13198,0.0
316,30475,2020,2,5,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
320,51292,2020,2,2,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
321,74902,2020,2,2,640,2.5,Winter,Low_Season,2.5,1,4.302735262918624,13198,0.0
325,30233,2020,2,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
328,42707,2020,2,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
330,25682,2020,2,2,640,5.0,Winter,Low_Season,4.666666666666667,3,4.302735262918624,13198,0.33333333333333304
331,38154,2019,5,4,640,5.0,Spring,Peak_Season,5.0,3,4.302735262918624,13198,0.0
333,44234,2020,2,5,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
334,22217,2020,2,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
338,12892,2020,2,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
339,47829,2020,1,2,640,5.0,Winter,Low_Season,4.75,4,4.302735262918624,13198,0.25
344,21300,2020,2,4,640,2.5,Winter,Low_Season,3.75,2,4.302735262918624,13198,-1.25
345,17884,2019,10,4,640,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
346,53500,2020,2,5,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
347,76106,2020,2,3,640,5.0,Winter,Low_Season,4.666666666666667,3,4.302735262918624,13198,0.33333333333333304
348,47053,2020,2,4,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
349,85394,2019,3,3,640,4.0,Spring,Low_Season,4.5,2,4.302735262918624,13198,-0.5
351,87911,2020,1,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
353,75196,2020,1,3,640,3.0,Winter,Low_Season,3.5,3,4.302735262918624,13198,-0.5
354,85613,2020,1,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
361,9756,2020,1,5,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
365,85188,2020,1,4,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
368,21447,2020,1,4,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
370,70281,2020,1,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
371,68787,2020,1,2,640,5.0,Winter,Low_Season,4.75,4,4.302735262918624,13198,0.25
373,4179,2020,1,3,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
374,58932,2020,1,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
376,5021,2020,1,4,640,4.0,Winter,Low_Season,4.0,6,4.302735262918624,13198,0.0
379,82983,2020,1,5,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
386,19681,2020,1,3,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
387,23890,2020,1,3,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
389,75107,2020,1,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
391,20362,2020,1,2,640,5.0,Winter,Low_Season,3.75,2,4.302735262918624,13198,1.25
392,48488,2020,1,5,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
393,39504,2020,1,2,640,5.0,Winter,Low_Season,3.75,2,4.302735262918624,13198,1.25
397,34060,2020,1,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
398,6355,2020,1,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
403,52542,2020,1,3,640,5.0,Winter,Low_Season,3.75,2,4.302735262918624,13198,1.25
404,58772,2020,1,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
405,58750,2020,1,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
409,46971,2020,1,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
410,17018,2020,1,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
411,73591,2020,1,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
414,44572,2019,12,3,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
415,73334,2020,1,5,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
416,55962,2020,1,2,640,2.5,Winter,Low_Season,2.5,1,4.302735262918624,13198,0.0
417,21235,2020,1,4,640,5.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,1.0
421,78327,2020,1,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
422,85955,2020,1,4,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
423,48535,2020,1,3,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
424,79458,2020,1,2,640,5.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,1.0
428,58461,2020,1,2,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
429,85351,2020,1,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
430,87932,2020,1,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
431,47662,2020,1,2,640,5.0,Winter,Low_Season,4.0,4,4.302735262918624,13198,1.0
433,6464,2019,12,3,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
436,54547,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
439,48254,2020,1,3,640,5.0,Winter,Low_Season,4.333333333333333,3,4.302735262918624,13198,0.666666666666667
442,31313,2019,12,4,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
443,64200,2020,1,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
444,47878,2020,1,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
445,76383,2020,1,2,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
447,69047,2020,1,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
448,4704,2020,1,2,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
449,60786,2019,11,2,640,4.0,Autumn,Shoulder_Season,4.0,1,4.302735262918624,13198,0.0
450,11567,2019,12,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
452,9721,2020,1,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
453,81917,2020,1,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
455,74047,2020,1,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
456,35064,2019,12,2,640,3.0,Winter,Low_Season,3.0,2,4.302735262918624,13198,0.0
457,16210,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
458,34475,2020,1,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
461,35014,2019,8,3,640,5.0,Summer,Peak_Season,4.666666666666667,3,4.302735262918624,13198,0.33333333333333304
465,32271,2019,12,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
466,51045,2020,1,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
467,61162,2020,1,5,640,2.5,Winter,Low_Season,2.5,1,4.302735262918624,13198,0.0
468,82738,2019,10,4,640,5.0,Autumn,Shoulder_Season,4.666666666666667,3,4.302735262918624,13198,0.33333333333333304
469,48073,2020,1,2,640,3.0,Winter,Low_Season,3.5,2,4.302735262918624,13198,-0.5
472,31427,2020,1,3,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
473,30811,2020,1,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
474,66675,2020,1,4,640,5.0,Winter,Low_Season,4.75,4,4.302735262918624,13198,0.25
475,44748,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
478,18295,2020,1,4,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
479,37703,2020,1,4,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
480,3850,2020,1,5,640,5.0,Winter,Low_Season,4.285714285714286,7,4.302735262918624,13198,0.7142857142857144
484,61329,2019,12,2,640,5.0,Winter,Low_Season,4.75,4,4.302735262918624,13198,0.25
486,18016,2020,1,2,640,5.0,Winter,Low_Season,4.166666666666667,3,4.302735262918624,13198,0.833333333333333
487,742,2020,1,2,640,5.0,Winter,Low_Season,3.75,2,4.302735262918624,13198,1.25
488,71542,2019,12,2,640,5.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,1.0
489,57489,2020,1,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
490,22601,2019,12,2,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
491,87646,2019,4,5,640,5.0,Spring,Peak_Season,5.0,2,4.302735262918624,13198,0.0
492,57409,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
495,75883,2020,1,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
497,35029,2019,12,4,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
498,60491,2020,1,5,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
503,22981,2019,12,4,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
504,34788,2019,12,3,640,5.0,Winter,Low_Season,4.5,4,4.302735262918624,13198,0.5
508,8357,2019,12,3,640,4.0,Winter,Low_Season,4.318181818181818,11,4.302735262918624,13198,-0.31818181818181834
511,25551,2020,1,3,640,3.0,Winter,Low_Season,3.0,2,4.302735262918624,13198,0.0
514,46084,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
515,81818,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
516,10917,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
518,9849,2019,12,5,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
521,30762,2019,12,3,640,5.0,Winter,Low_Season,5.0,4,4.302735262918624,13198,0.0
524,33532,2019,12,4,640,5.0,Winter,Low_Season,4.166666666666667,3,4.302735262918624,13198,0.833333333333333
525,20406,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
526,67711,2019,12,5,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
530,54951,2019,12,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
532,1258,2019,12,3,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
534,80378,2019,12,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
535,16901,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
536,27887,2019,12,2,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
537,26893,2019,12,3,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
538,6137,2019,12,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
541,52293,2019,12,4,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
542,68257,2019,12,3,640,4.0,Winter,Low_Season,3.25,4,4.302735262918624,13198,0.75
543,43688,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
544,37159,2019,12,3,640,3.0,Winter,Low_Season,3.0,2,4.302735262918624,13198,0.0
546,13815,2019,12,2,640,4.0,Winter,Low_Season,4.5,2,4.302735262918624,13198,-0.5
549,15747,2019,12,2,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
550,83027,2019,12,3,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
551,61967,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
552,43397,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
553,62162,2019,12,2,640,3.0,Winter,Low_Season,3.0,1,4.302735262918624,13198,0.0
554,46106,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
555,67109,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
556,52528,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
557,22907,2019,12,4,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
558,37425,2019,12,5,640,5.0,Winter,Low_Season,3.875,4,4.302735262918624,13198,1.125
559,41203,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
562,20065,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
563,73245,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
565,73646,2019,12,5,640,4.0,Winter,Low_Season,4.5,2,4.302735262918624,13198,-0.5
568,84875,2019,12,3,640,4.0,Winter,Low_Season,3.888888888888889,9,4.302735262918624,13198,0.11111111111111116
570,23629,2019,12,3,640,4.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,0.0
573,30759,2019,12,3,640,3.0,Winter,Low_Season,3.3333333333333335,3,4.302735262918624,13198,-0.3333333333333335
575,1684,2019,12,4,640,4.0,Winter,Low_Season,3.6666666666666665,3,4.302735262918624,13198,0.3333333333333335
576,68604,2019,12,2,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
579,58348,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
580,54465,2019,12,4,640,5.0,Winter,Low_Season,4.666666666666667,3,4.302735262918624,13198,0.33333333333333304
581,75591,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
583,61160,2019,11,3,640,4.0,Autumn,Shoulder_Season,4.0,2,4.302735262918624,13198,0.0
587,19406,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
588,69671,2019,12,2,640,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
591,88159,2019,12,2,640,4.0,Winter,Low_Season,3.1666666666666665,3,4.302735262918624,13198,0.8333333333333335
592,46158,2019,12,3,640,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
594,65716,2019,12,3,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
598,26929,2019,12,2,640,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
